Age,Attrition,Department,JobRole,MonthlyIncome,JobSatisfaction,YearsAtCompany,OverTime,EducationField,WorkLifeBalance,PerformanceRating,DistanceFromHome,NumCompaniesWorked,MaritalStatus,Gender,EnvironmentSatisfaction,RelationshipSatisfaction,StockOptionLevel
55,Yes,Research & Development,Research Scientist,29248,2,1,Yes,Other,1,3,3,1,Married,Female,3,3,1
20,Yes,Research & Development,Manufacturing Director,91558,2,0,Yes,Life Sciences,1,3,4,6,Divorced,Female,2,1,3
55,No,Human Resources,Human Resources,20000,4,9,No,Human Resources,2,3,13,7,Divorced,Female,4,4,2
20,No,Research & Development,Research Director,77923,4,8,No,Human Resources,2,3,12,2,Divorced,Male,2,2,2
47,Yes,Research & Development,Healthcare Representative,82235,4,1,Yes,Other,1,3,21,7,Divorced,Female,2,4,3
18,Yes,Research & Development,Research Scientist,58844,4,9,No,Life Sciences,1,3,9,0,Divorced,Male,4,1,2
47,No,Research & Development,Laboratory Technician,74895,1,17,No,Technical Degree,2,3,25,8,Single,Female,1,1,2
49,No,Research & Development,Research Scientist,57240,3,0,No,Human Resources,3,4,14,1,Divorced,Female,3,4,3
45,Yes,Research & Development,Manufacturing Director,75233,1,1,Yes,Technical Degree,1,4,19,1,Married,Male,1,4,1
38,Yes,Human Resources,Human Resources,92801,1,9,No,Human Resources,1,3,7,3,Divorced,Female,4,4,0
30,No,Research & Development,Research Director,42820,1,2,No,Technical Degree,1,3,16,9,Married,Male,3,3,0
44,Yes,Research & Development,Research Director,83871,1,6,No,Human Resources,2,3,22,2,Single,Male,4,2,3
53,No,Research & Development,Research Scientist,112387,3,0,No,Technical Degree,4,3,20,3,Married,Female,1,3,3
24,No,Research & Development,Healthcare Representative,72407,1,4,Yes,Other,1,3,5,5,Married,Male,2,1,1
39,No,Sales,Sales Representative,50913,4,9,No,Medical,1,3,10,6,Single,Male,3,4,2
27,Yes,Sales,Sales Executive,128370,2,8,No,Technical Degree,1,3,18,4,Married,Female,4,3,1
56,No,Research & Development,Manufacturing Director,67483,4,11,No,Medical,4,3,11,1,Married,Male,3,3,2
32,Yes,Sales,Manager,71482,2,14,No,Medical,4,3,7,2,Married,Female,3,1,2
32,No,Sales,Sales Representative,72066,4,10,No,Life Sciences,1,3,14,9,Married,Female,1,3,1
21,No,Sales,Sales Executive,77540,4,7,Yes,Other,1,4,20,2,Single,Male,2,1,3
49,No,Sales,Sales Executive,55511,2,0,No,Medical,3,3,18,4,Divorced,Male,3,3,3
40,No,Sales,Manager,70319,3,5,Yes,Marketing,4,3,11,4,Married,Male,1,2,1
23,No,Human Resources,Manager,91661,1,0,No,Medical,3,4,22,3,Single,Male,3,1,2
41,No,Research & Development,Research Director,54544,4,11,No,Technical Degree,1,3,27,7,Married,Male,2,2,2
37,No,Research & Development,Research Director,53240,3,2,No,Medical,1,3,12,5,Married,Male,3,3,2
54,No,Research & Development,Research Director,56821,1,5,No,Technical Degree,1,3,18,5,Single,Male,2,2,2
37,No,Sales,Sales Representative,34262,3,2,No,Technical Degree,1,3,26,0,Married,Male,1,2,1
29,No,Research & Development,Research Director,45880,3,10,No,Marketing,2,3,2,5,Married,Female,1,2,0
50,No,Research & Development,Manufacturing Director,44739,1,15,No,Medical,2,3,23,2,Married,Female,2,3,3
45,No,Sales,Manager,64985,4,3,No,Medical,2,3,1,5,Married,Female,2,1,3
25,No,Research & Development,Research Director,88412,3,13,No,Human Resources,3,3,23,9,Married,Male,1,3,0
18,No,Research & Development,Laboratory Technician,105703,4,2,Yes,Human Resources,4,3,10,5,Single,Male,2,3,2
54,No,Research & Development,Laboratory Technician,66601,4,5,Yes,Life Sciences,1,4,21,1,Divorced,Female,2,3,0
39,No,Research & Development,Healthcare Representative,77781,4,13,Yes,Technical Degree,4,3,1,0,Single,Male,4,1,0
23,Yes,Research & Development,Research Scientist,71815,1,2,Yes,Marketing,2,3,6,2,Married,Male,3,4,0
38,No,Sales,Sales Executive,20000,2,21,No,Human Resources,1,3,7,4,Single,Female,1,3,3
49,Yes,Human Resources,Manager,32859,4,0,No,Medical,1,3,17,3,Married,Male,1,3,3
52,No,Sales,Manager,86315,2,0,No,Life Sciences,3,3,9,6,Married,Male,4,1,0
32,Yes,Research & Development,Research Scientist,89037,2,16,Yes,Marketing,4,3,7,3,Single,Female,2,4,0
22,No,Research & Development,Laboratory Technician,88397,3,0,No,Other,3,3,17,7,Married,Female,2,4,0
23,No,Research & Development,Research Scientist,60021,4,33,No,Medical,2,3,3,6,Single,Male,2,4,2
42,No,Research & Development,Manufacturing Director,20000,4,21,Yes,Medical,4,3,16,9,Married,Male,1,4,2
57,No,Sales,Sales Representative,36201,4,1,No,Other,2,3,5,8,Married,Male,4,1,2
46,No,Sales,Sales Representative,40485,2,5,No,Technical Degree,3,3,20,0,Single,Female,3,1,3
24,Yes,Sales,Manager,82605,1,1,No,Technical Degree,3,3,18,4,Divorced,Male,4,4,1
57,Yes,Sales,Manager,54993,2,3,No,Human Resources,1,4,1,3,Single,Male,1,2,0
30,No,Research & Development,Research Director,112331,4,0,No,Human Resources,4,3,4,5,Single,Female,3,1,0
55,Yes,Research & Development,Laboratory Technician,106093,4,1,Yes,Medical,4,3,23,0,Married,Male,2,2,1
35,No,Sales,Sales Executive,111863,4,3,No,Medical,1,3,11,5,Married,Female,4,2,0
19,No,Human Resources,Human Resources,39337,2,4,Yes,Human Resources,4,4,20,0,Married,Female,4,4,2
25,Yes,Research & Development,Manufacturing Director,78744,4,26,No,Other,2,3,9,0,Single,Male,1,4,2
28,No,Research & Development,Manufacturing Director,51629,3,11,No,Human Resources,2,3,8,7,Divorced,Female,4,3,1
50,No,Human Resources,Human Resources,74180,4,9,No,Medical,3,4,8,1,Married,Male,3,2,2
55,Yes,Sales,Manager,42442,1,5,No,Marketing,2,4,5,9,Single,Female,4,3,1
44,No,Research & Development,Healthcare Representative,99332,3,12,No,Medical,4,3,12,5,Married,Female,1,4,2
37,Yes,Research & Development,Manufacturing Director,42965,4,2,Yes,Marketing,1,3,1,5,Divorced,Male,4,2,0
29,No,Research & Development,Research Director,20000,3,8,No,Marketing,3,3,15,5,Married,Female,3,1,3
48,No,Sales,Sales Executive,121945,4,35,No,Medical,1,3,25,7,Single,Female,3,3,2
44,No,Research & Development,Manufacturing Director,77389,1,2,No,Life Sciences,3,4,18,3,Married,Male,1,4,1
49,Yes,Sales,Sales Executive,35064,4,7,No,Human Resources,3,3,6,2,Single,Male,2,2,3
27,No,Sales,Sales Representative,60456,3,13,Yes,Technical Degree,1,4,10,5,Married,Male,1,4,0
20,No,Research & Development,Research Scientist,48848,1,17,Yes,Medical,2,3,14,3,Divorced,Male,2,3,3
44,No,Research & Development,Research Scientist,65160,2,8,No,Marketing,2,3,21,1,Married,Female,3,4,1
52,Yes,Research & Development,Healthcare Representative,87477,1,2,No,Medical,2,3,26,5,Married,Female,4,4,0
48,No,Sales,Sales Executive,83081,1,2,Yes,Human Resources,2,3,29,9,Divorced,Male,4,1,0
32,No,Research & Development,Laboratory Technician,72104,1,0,No,Other,1,3,8,4,Married,Male,3,4,2
33,No,Sales,Manager,65147,3,10,No,Marketing,4,3,27,8,Married,Male,1,2,3
30,Yes,Sales,Sales Executive,95202,1,0,Yes,Technical Degree,3,3,3,5,Single,Male,4,2,2
52,No,Research & Development,Manufacturing Director,20000,4,13,No,Technical Degree,1,3,22,2,Married,Male,1,1,0
28,No,Research & Development,Research Scientist,44029,1,0,No,Technical Degree,2,3,22,4,Married,Male,4,2,2
38,No,Research & Development,Laboratory Technician,37597,1,1,No,Other,2,3,26,9,Married,Male,2,4,2
28,No,Research & Development,Healthcare Representative,93175,4,4,No,Life Sciences,1,3,19,7,Divorced,Female,4,4,1
47,No,Research & Development,Research Scientist,44305,4,9,No,Marketing,3,3,12,8,Divorced,Female,2,2,2
52,Yes,Research & Development,Research Scientist,28993,2,1,No,Other,1,3,12,7,Married,Female,4,3,0
39,Yes,Sales,Sales Executive,80381,1,4,Yes,Marketing,1,3,15,2,Married,Male,4,4,2
55,No,Research & Development,Research Scientist,39555,3,4,Yes,Other,4,3,28,8,Married,Female,4,2,0
48,Yes,Research & Development,Research Scientist,55179,1,1,No,Other,1,3,7,2,Single,Female,4,4,0
31,Yes,Sales,Sales Executive,131672,1,0,No,Life Sciences,4,3,27,7,Single,Female,4,4,1
41,No,Research & Development,Manufacturing Director,87039,4,12,Yes,Marketing,3,3,4,9,Married,Male,1,1,0
49,No,Research & Development,Healthcare Representative,59090,2,4,No,Other,1,3,21,8,Married,Male,2,2,0
53,Yes,Sales,Manager,61608,1,0,Yes,Life Sciences,1,3,9,6,Divorced,Male,2,4,1
49,No,Sales,Manager,90409,3,11,No,Medical,2,3,22,3,Single,Male,4,3,0
32,No,Research & Development,Research Scientist,83560,1,27,No,Human Resources,1,4,16,9,Married,Female,1,2,1
52,Yes,Sales,Manager,67116,3,6,No,Other,2,3,26,8,Married,Female,1,3,3
20,No,Research & Development,Manufacturing Director,67899,4,4,No,Technical Degree,2,3,13,2,Married,Male,3,2,3
33,Yes,Research & Development,Healthcare Representative,23564,2,14,Yes,Life Sciences,2,3,4,2,Divorced,Male,3,3,3
22,No,Research & Development,Healthcare Representative,20000,1,21,No,Life Sciences,3,3,24,1,Divorced,Female,1,3,0
38,No,Research & Development,Healthcare Representative,60048,2,9,No,Other,4,4,9,9,Single,Male,3,2,2
27,No,Research & Development,Manufacturing Director,47268,1,4,No,Life Sciences,2,3,26,2,Single,Female,2,1,1
36,Yes,Research & Development,Manufacturing Director,81410,3,6,Yes,Medical,1,3,21,0,Single,Female,1,1,3
42,No,Research & Development,Research Scientist,70521,2,8,No,Life Sciences,1,3,18,3,Married,Male,3,2,1
21,Yes,Research & Development,Research Director,43362,1,1,Yes,Human Resources,2,3,15,7,Married,Female,1,4,3
46,Yes,Sales,Manager,69569,4,4,No,Human Resources,2,3,15,4,Married,Male,3,2,3
36,No,Research & Development,Research Director,53289,3,12,No,Technical Degree,1,3,6,1,Married,Female,1,2,0
19,No,Research & Development,Manufacturing Director,122864,2,7,No,Medical,2,3,11,2,Married,Female,4,4,1
27,No,Research & Development,Manufacturing Director,75814,1,3,No,Human Resources,4,3,28,0,Married,Female,2,2,0
42,Yes,Research & Development,Manufacturing Director,21303,2,7,Yes,Other,4,3,8,1,Married,Male,3,2,1
37,Yes,Research & Development,Research Director,115974,1,0,Yes,Marketing,3,3,29,0,Married,Male,4,4,1
36,No,Research & Development,Manufacturing Director,47271,3,3,No,Marketing,2,3,21,1,Single,Male,1,4,2
40,No,Research & Development,Research Scientist,37707,4,11,Yes,Marketing,3,4,17,2,Married,Male,4,1,3
41,Yes,Research & Development,Manufacturing Director,125023,3,1,Yes,Other,3,3,24,0,Married,Female,2,3,0
28,No,Research & Development,Laboratory Technician,74683,2,1,No,Life Sciences,3,3,25,8,Married,Male,3,3,2
51,Yes,Research & Development,Research Director,84621,2,21,Yes,Other,2,3,17,9,Divorced,Female,3,1,1
45,No,Research & Development,Laboratory Technician,85525,1,1,No,Life Sciences,3,3,24,4,Divorced,Male,1,1,3
22,Yes,Sales,Sales Executive,59232,3,2,Yes,Marketing,4,3,26,7,Divorced,Male,2,3,0
22,No,Research & Development,Research Scientist,48972,1,24,No,Technical Degree,3,3,28,4,Married,Female,4,1,2
38,No,Research & Development,Healthcare Representative,53540,3,9,No,Technical Degree,4,3,18,7,Married,Male,1,2,1
29,No,Sales,Sales Representative,110048,2,8,No,Life Sciences,4,3,4,6,Married,Female,3,1,2
21,Yes,Research & Development,Manufacturing Director,70706,1,13,Yes,Marketing,2,4,29,3,Single,Male,4,1,1
59,Yes,Sales,Manager,101761,1,0,No,Other,3,3,15,6,Married,Female,1,1,1
37,No,Research & Development,Research Scientist,62859,3,8,No,Technical Degree,2,4,2,5,Single,Male,4,1,3
55,No,Research & Development,Research Director,43849,4,4,No,Life Sciences,4,3,2,2,Married,Female,4,3,0
42,Yes,Sales,Sales Representative,24617,3,12,No,Other,1,4,10,8,Married,Male,1,4,3
31,Yes,Research & Development,Laboratory Technician,83144,4,4,No,Marketing,3,3,3,9,Divorced,Male,4,3,0
28,No,Research & Development,Laboratory Technician,112434,3,6,Yes,Medical,2,3,8,8,Single,Female,4,3,0
49,Yes,Research & Development,Research Director,40192,2,4,No,Marketing,1,3,20,4,Divorced,Female,2,4,1
28,No,Sales,Sales Representative,79374,1,4,No,Marketing,3,3,7,7,Single,Male,2,3,2
35,No,Sales,Sales Executive,26482,3,10,No,Other,3,3,12,6,Single,Male,3,2,0
44,No,Research & Development,Research Director,49440,2,6,Yes,Other,2,3,26,8,Married,Male,2,4,0
35,Yes,Human Resources,Manager,72502,3,7,No,Human Resources,1,3,19,6,Married,Male,1,2,0
40,Yes,Research & Development,Manufacturing Director,20000,1,4,No,Human Resources,2,3,26,3,Single,Female,4,3,0
28,No,Sales,Manager,64495,3,5,Yes,Other,3,3,28,3,Single,Male,3,3,1
38,No,Research & Development,Research Director,41572,4,9,Yes,Other,3,3,15,7,Married,Male,2,4,3
22,Yes,Research & Development,Research Director,81933,1,12,Yes,Medical,4,3,14,5,Married,Female,4,3,2
40,No,Research & Development,Research Scientist,60368,4,8,No,Medical,3,4,16,8,Married,Male,1,1,1
58,No,Sales,Sales Executive,91304,2,18,Yes,Marketing,3,3,29,9,Married,Female,4,2,1
42,No,Research & Development,Research Director,57171,2,12,No,Technical Degree,1,4,27,6,Single,Female,1,2,1
58,No,Research & Development,Laboratory Technician,26853,3,5,No,Medical,1,3,14,6,Divorced,Male,4,1,0
27,No,Human Resources,Human Resources,23365,4,7,No,Marketing,4,3,3,3,Single,Female,3,4,2
39,No,Research & Development,Research Scientist,20000,4,18,No,Life Sciences,4,3,18,2,Married,Male,3,4,1
36,Yes,Research & Development,Laboratory Technician,82722,1,6,Yes,Human Resources,4,3,29,7,Married,Male,2,1,1
18,No,Research & Development,Manufacturing Director,136616,4,12,No,Technical Degree,2,3,28,6,Divorced,Male,2,1,1
24,No,Sales,Sales Executive,77186,4,8,No,Marketing,2,3,22,3,Married,Male,4,2,0
21,Yes,Research & Development,Laboratory Technician,111817,1,5,Yes,Other,4,3,6,3,Married,Male,4,1,0
18,Yes,Research & Development,Laboratory Technician,96740,1,1,Yes,Life Sciences,2,3,17,0,Married,Male,2,1,1
32,No,Sales,Manager,50486,4,3,No,Human Resources,3,3,23,6,Married,Female,2,1,0
57,Yes,Sales,Manager,100428,3,24,No,Life Sciences,4,3,28,0,Married,Female,4,3,2
29,No,Research & Development,Manufacturing Director,51599,1,7,No,Marketing,4,3,14,9,Married,Female,4,1,0
39,Yes,Sales,Sales Representative,52156,1,5,Yes,Medical,2,3,14,9,Divorced,Male,4,3,1
39,No,Research & Development,Laboratory Technician,59159,4,18,No,Human Resources,1,3,20,3,Single,Male,3,2,2
34,No,Research & Development,Healthcare Representative,60486,4,6,Yes,Life Sciences,4,3,13,2,Divorced,Male,1,2,0
46,No,Research & Development,Research Scientist,83518,1,5,No,Medical,2,3,27,2,Divorced,Male,1,4,1
31,Yes,Sales,Sales Executive,46215,4,9,No,Technical Degree,2,3,28,0,Married,Male,2,2,3
37,No,Research & Development,Research Director,89894,1,8,No,Marketing,1,3,3,3,Married,Female,3,4,3
50,No,Human Resources,Human Resources,89492,3,1,Yes,Marketing,4,3,13,0,Married,Male,4,3,2
32,No,Human Resources,Manager,74602,3,4,No,Human Resources,1,3,29,7,Divorced,Male,4,1,2
29,No,Research & Development,Healthcare Representative,119309,1,4,Yes,Life Sciences,3,3,24,0,Single,Male,2,2,2
57,Yes,Sales,Sales Executive,101046,1,3,No,Technical Degree,1,3,2,5,Married,Male,2,1,0
37,No,Research & Development,Laboratory Technician,94952,2,5,No,Other,1,3,9,6,Married,Male,3,4,2
47,No,Sales,Sales Executive,66852,2,3,Yes,Human Resources,2,3,13,9,Divorced,Male,1,3,0
55,Yes,Sales,Sales Representative,74849,4,1,No,Other,1,3,8,1,Divorced,Female,1,2,1
20,No,Research & Development,Healthcare Representative,79666,4,3,No,Human Resources,3,4,16,3,Married,Male,4,1,0
45,No,Research & Development,Laboratory Technician,65370,1,0,No,Life Sciences,2,3,24,2,Single,Female,2,4,0
43,Yes,Research & Development,Research Scientist,54484,1,6,No,Technical Degree,3,3,29,8,Married,Male,3,1,1
47,No,Research & Development,Research Scientist,20000,2,13,No,Life Sciences,1,3,3,6,Single,Male,4,2,3
30,No,Research & Development,Research Director,85097,2,9,No,Marketing,3,3,13,1,Divorced,Female,1,1,0
30,No,Sales,Manager,94160,1,3,Yes,Other,3,4,4,5,Married,Male,1,3,0
19,Yes,Human Resources,Human Resources,32488,3,0,No,Medical,1,3,18,8,Married,Male,3,2,1
54,Yes,Research & Development,Research Scientist,81944,3,1,No,Marketing,1,4,2,2,Married,Female,4,4,2
55,Yes,Research & Development,Manufacturing Director,48437,4,5,No,Marketing,2,3,20,5,Married,Male,3,2,1
19,No,Sales,Manager,54737,1,1,No,Other,2,3,22,2,Single,Male,4,4,3
53,No,Research & Development,Laboratory Technician,101701,1,5,No,Human Resources,4,3,21,2,Married,Female,1,4,2
43,Yes,Research & Development,Manufacturing Director,37262,4,1,Yes,Marketing,2,3,15,3,Single,Female,2,2,3
28,Yes,Sales,Sales Executive,37219,2,13,Yes,Technical Degree,1,3,17,8,Married,Male,2,4,0
25,Yes,Sales,Sales Representative,115535,2,3,No,Marketing,3,3,29,7,Single,Male,1,2,3
57,No,Research & Development,Research Scientist,60924,3,1,No,Technical Degree,3,3,10,0,Married,Female,2,3,3
39,No,Research & Development,Research Scientist,99903,1,11,No,Life Sciences,2,4,1,0,Married,Male,2,3,1
37,No,Sales,Manager,20236,2,2,No,Human Resources,2,3,6,6,Married,Male,4,1,2
25,No,Research & Development,Research Scientist,22479,3,0,Yes,Technical Degree,1,3,3,2,Single,Male,3,3,0
46,No,Sales,Sales Representative,39437,3,5,No,Marketing,3,3,19,6,Single,Female,4,4,0
57,No,Research & Development,Research Director,51519,3,6,No,Human Resources,4,3,7,8,Married,Male,3,1,0
43,No,Research & Development,Manufacturing Director,25707,2,8,No,Human Resources,4,3,13,2,Married,Female,3,1,2
47,Yes,Research & Development,Healthcare Representative,75340,2,1,No,Technical Degree,2,3,13,2,Single,Male,2,2,2
34,No,Research & Development,Laboratory Technician,77168,1,4,No,Technical Degree,4,3,17,1,Divorced,Male,3,1,3
37,No,Research & Development,Research Director,39851,1,2,No,Medical,1,3,1,9,Married,Female,3,2,3
33,Yes,Sales,Manager,42079,3,0,No,Medical,4,3,14,0,Single,Female,1,1,2
24,Yes,Human Resources,Human Resources,45770,3,14,No,Human Resources,2,3,29,8,Married,Male,3,3,0
33,Yes,Research & Development,Research Scientist,32383,2,9,No,Other,1,4,26,5,Married,Male,1,2,2
44,No,Research & Development,Manufacturing Director,20000,2,2,No,Other,3,3,3,5,Married,Female,4,4,1
40,Yes,Sales,Sales Representative,62618,1,6,No,Medical,1,3,14,7,Single,Female,2,1,2
41,Yes,Sales,Sales Representative,52947,1,1,No,Marketing,2,3,24,4,Single,Male,3,3,2
26,No,Sales,Sales Representative,55811,4,15,No,Life Sciences,2,3,1,8,Single,Male,1,3,0
52,Yes,Research & Development,Research Director,36669,1,0,No,Human Resources,4,3,16,4,Married,Female,4,2,3
37,No,Research & Development,Research Director,87693,2,0,Yes,Life Sciences,4,3,10,1,Divorced,Female,4,2,1
54,No,Research & Development,Laboratory Technician,132910,3,4,No,Medical,3,3,13,5,Married,Female,4,2,1
59,No,Research & Development,Healthcare Representative,41645,4,6,No,Technical Degree,3,3,4,8,Divorced,Male,1,4,1
34,Yes,Human Resources,Human Resources,104191,1,6,No,Human Resources,2,3,9,2,Single,Male,1,4,2
48,Yes,Sales,Manager,75266,1,0,No,Medical,2,3,14,9,Single,Female,2,4,0
25,Yes,Research & Development,Research Scientist,65991,2,2,Yes,Marketing,2,3,4,3,Married,Male,3,1,2
32,No,Research & Development,Healthcare Representative,55364,4,4,Yes,Human Resources,3,3,10,9,Single,Male,4,4,3
48,Yes,Research & Development,Laboratory Technician,62669,1,1,Yes,Human Resources,2,3,8,7,Married,Male,2,2,0
47,No,Research & Development,Healthcare Representative,97188,3,14,No,Other,3,4,23,5,Married,Male,1,3,1
37,Yes,Research & Development,Research Scientist,33133,2,0,No,Technical Degree,2,3,3,6,Single,Male,2,3,2
56,No,Research & Development,Research Director,57299,4,4,No,Human Resources,1,3,23,6,Married,Female,4,2,0
29,No,Sales,Sales Executive,99972,1,8,No,Technical Degree,1,3,7,3,Married,Female,4,4,2
34,No,Sales,Manager,92544,1,2,No,Medical,2,3,10,5,Married,Male,2,4,0
59,No,Research & Development,Laboratory Technician,33567,4,6,Yes,Marketing,1,3,3,8,Divorced,Male,4,2,1
47,No,Research & Development,Research Director,59887,2,12,Yes,Marketing,3,4,2,2,Single,Male,1,3,3
46,No,Research & Development,Manufacturing Director,85384,4,1,No,Human Resources,4,4,15,7,Divorced,Female,4,1,3
36,No,Research & Development,Research Director,83575,4,17,No,Human Resources,1,3,9,6,Married,Male,3,3,2
28,No,Sales,Sales Executive,92303,2,5,No,Medical,4,3,15,3,Divorced,Female,3,4,1
51,No,Sales,Sales Executive,75760,1,2,No,Other,1,3,17,9,Single,Male,4,3,2
24,No,Research & Development,Research Scientist,80454,3,3,No,Other,3,3,7,2,Married,Male,2,4,2
51,Yes,Research & Development,Research Director,74598,2,2,Yes,Other,1,3,20,6,Married,Female,4,3,0
37,No,Sales,Manager,109232,3,9,No,Technical Degree,1,3,18,9,Married,Male,3,2,0
55,No,Research & Development,Manufacturing Director,53189,1,11,No,Other,2,3,15,8,Married,Male,1,4,0
41,No,Sales,Sales Representative,66349,4,12,No,Marketing,4,3,18,9,Married,Male,3,1,1
27,No,Research & Development,Research Director,36580,3,29,No,Technical Degree,4,3,24,2,Divorced,Male,4,1,1
49,Yes,Sales,Sales Representative,31063,1,10,No,Medical,3,3,23,9,Married,Male,4,2,2
32,Yes,Research & Development,Research Director,74098,1,6,No,Marketing,3,3,12,8,Single,Male,2,3,0
54,Yes,Sales,Manager,44722,4,2,Yes,Marketing,4,3,23,7,Married,Female,4,2,1
37,No,Research & Development,Healthcare Representative,63384,4,5,No,Life Sciences,2,3,21,2,Married,Female,4,2,2
20,No,Sales,Manager,110296,1,0,Yes,Medical,2,3,26,7,Married,Female,1,1,1
54,No,Sales,Manager,108678,1,9,No,Medical,4,3,8,3,Married,Male,1,1,2
57,No,Research & Development,Healthcare Representative,127273,3,4,No,Life Sciences,1,3,2,5,Divorced,Female,1,4,3
25,Yes,Research & Development,Healthcare Representative,110854,1,0,No,Technical Degree,4,3,2,9,Married,Male,2,4,0
57,No,Research & Development,Research Scientist,132284,1,0,No,Other,1,4,5,1,Single,Male,2,4,3
40,No,Sales,Sales Executive,77222,3,3,Yes,Other,4,3,1,7,Single,Male,3,2,2
57,No,Research & Development,Manufacturing Director,39715,2,6,Yes,Other,1,3,22,8,Divorced,Female,2,2,2
28,No,Research & Development,Laboratory Technician,36989,3,4,No,Other,2,3,4,6,Married,Male,1,4,0
25,No,Research & Development,Research Director,104097,3,6,Yes,Other,4,4,6,7,Divorced,Female,2,1,0
46,No,Sales,Sales Representative,66445,4,4,No,Life Sciences,3,3,23,6,Single,Male,4,1,2
47,No,Research & Development,Research Scientist,68531,3,7,Yes,Medical,1,4,13,9,Married,Male,2,3,1
27,No,Sales,Manager,49626,1,1,No,Technical Degree,2,3,19,3,Married,Male,4,4,0
56,No,Sales,Sales Executive,52983,1,0,No,Marketing,3,4,11,0,Single,Female,3,2,2
45,No,Human Resources,Human Resources,75745,1,6,No,Other,2,3,13,2,Married,Male,4,3,0
53,No,Sales,Sales Representative,35453,2,4,No,Life Sciences,1,3,8,6,Married,Female,1,3,0
30,No,Research & Development,Manufacturing Director,72199,1,0,No,Technical Degree,4,4,7,6,Married,Female,3,3,3
49,No,Research & Development,Healthcare Representative,107310,2,3,No,Technical Degree,2,4,13,2,Divorced,Female,3,4,3
53,Yes,Research & Development,Healthcare Representative,20000,1,0,Yes,Technical Degree,4,3,1,0,Divorced,Male,3,4,1
54,No,Research & Development,Healthcare Representative,21843,3,5,No,Life Sciences,4,3,6,9,Divorced,Female,1,4,0
43,Yes,Sales,Sales Executive,83917,4,3,No,Marketing,2,3,7,8,Divorced,Female,4,1,2
39,Yes,Research & Development,Research Director,103191,1,6,No,Other,2,3,16,5,Married,Male,3,3,2
21,Yes,Research & Development,Laboratory Technician,51283,2,11,No,Technical Degree,2,3,27,6,Married,Female,1,1,0
48,Yes,Sales,Manager,20000,2,2,No,Life Sciences,4,4,15,0,Divorced,Male,3,4,0
35,No,Research & Development,Healthcare Representative,105093,4,22,No,Medical,3,3,20,0,Married,Male,3,1,1
55,Yes,Sales,Manager,42290,1,5,No,Life Sciences,1,3,2,3,Single,Male,1,1,1
41,No,Sales,Sales Representative,54885,3,6,No,Life Sciences,3,3,26,6,Married,Male,2,2,1
40,No,Research & Development,Healthcare Representative,73933,1,7,No,Life Sciences,4,3,25,7,Single,Male,3,4,2
39,No,Sales,Sales Representative,46339,1,7,No,Technical Degree,2,3,23,9,Married,Male,2,3,3
19,No,Research & Development,Healthcare Representative,40468,4,5,Yes,Life Sciences,2,3,16,8,Married,Female,3,4,1
48,No,Research & Development,Manufacturing Director,40981,1,3,No,Medical,1,3,17,0,Single,Female,2,1,2
28,No,Research & Development,Manufacturing Director,117021,3,0,No,Technical Degree,1,3,24,3,Divorced,Female,4,4,1
45,Yes,Sales,Sales Representative,97469,2,0,No,Medical,3,3,15,3,Married,Male,2,4,2
49,No,Sales,Sales Representative,81086,4,3,No,Human Resources,3,3,3,2,Divorced,Female,2,2,0
22,Yes,Sales,Sales Executive,20000,3,2,No,Life Sciences,1,4,4,6,Married,Male,2,2,2
55,No,Research & Development,Laboratory Technician,81189,2,3,No,Other,4,3,12,0,Divorced,Female,2,4,0
27,No,Research & Development,Manufacturing Director,79677,4,1,No,Other,3,3,5,8,Married,Male,4,2,2
57,Yes,Sales,Sales Executive,29212,4,9,No,Technical Degree,2,3,17,7,Married,Male,1,1,3
41,Yes,Research & Development,Laboratory Technician,72243,2,13,No,Other,2,3,6,1,Divorced,Female,2,1,2
52,Yes,Sales,Sales Executive,94441,2,19,No,Technical Degree,4,3,10,1,Single,Male,1,1,0
40,No,Research & Development,Healthcare Representative,80942,3,4,No,Life Sciences,1,3,22,7,Divorced,Male,3,2,3
34,No,Research & Development,Research Director,45955,1,8,No,Marketing,3,3,18,0,Married,Female,1,4,2
18,Yes,Research & Development,Laboratory Technician,65371,1,13,Yes,Marketing,2,3,27,6,Married,Male,2,1,2
48,Yes,Research & Development,Research Director,85449,1,3,No,Medical,1,3,10,8,Single,Male,1,3,1
48,Yes,Research & Development,Research Scientist,66664,1,2,Yes,Life Sciences,3,4,6,2,Married,Male,4,1,3
59,Yes,Research & Development,Research Scientist,100119,1,19,No,Other,4,3,24,6,Married,Male,4,4,0
59,No,Research & Development,Manufacturing Director,76079,3,5,No,Life Sciences,2,4,6,5,Divorced,Male,2,1,3
51,Yes,Sales,Sales Executive,86081,4,4,No,Human Resources,4,3,20,6,Divorced,Female,1,3,0
26,No,Research & Development,Healthcare Representative,87999,3,1,Yes,Marketing,4,3,15,6,Divorced,Male,3,1,1
39,No,Research & Development,Research Director,35132,3,0,No,Other,4,3,4,9,Married,Female,4,1,1
30,No,Research & Development,Research Scientist,66399,3,12,Yes,Marketing,3,3,25,0,Divorced,Male,2,4,0
42,No,Research & Development,Manufacturing Director,55694,4,6,No,Life Sciences,4,3,16,2,Married,Male,4,1,0
35,No,Research & Development,Research Director,94227,3,2,No,Other,3,3,22,9,Divorced,Female,2,1,0
